FILE,AUTHOR,AUTHOR URL,LICENSE,LICENSE URL,ORIGIN
/svg/us/co/denver.svg,Mysid,https://en.wikipedia.org/wiki/User:Mysid,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0/,"https://commons.wikimedia.org/wiki/File:Flag_of_Denver,_Colorado.svg"
